CM,SITE,PROGRAM,AQID,MFR,EQUIPMENT_NAME,GH_SITE,PO_TYPE,STATION,GROUP,GROUP_PRIORITY,SCOPE,ALT_STATION,PARENT_ITEM,RFID_SCOPE,LINE,UPH,DEPT,CONSUMABLES,CARRY_OVER,SPARE_QTY,SPARE_RATE,MP_INTENT_QTY,QPL,LEVEL,RELEASE_QTY,CATEGORY,DISPLAY_NAME,EQUIPMENT_TYPE,ErrorMsg
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 STATION229,0,,Per Station,0,,N,FATP CG 2683,435,,N,999,0,0,1,9,1,0,Station Peripheral,CG-Thermal,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 STATION229,0,,Per Station,0,,N,FATP EQT ,200,,N,999,0,0,1,1,1,0,Station Peripheral,CG-Thermal,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 STATION27,0,,Per Station,0,,N,FATP EQT ,200,,N,999,0,0,1,1,1,0,Station Peripheral,ALS-Audit-Cart,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 STATION229,0,,Per Station,0,,N,FATP EQT ,395,,N,999,0,0,1,1,1,0,Station Peripheral,CG-Thermal,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 STATION27,0,,Per Station,0,,N,FATP EQT ,395,,N,999,0,0,1,1,1,0,Station Peripheral,ALS-Audit-Cart,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 STATION229,0,,Per Station,0,,N,FATP EQT ,790,,N,999,0,0,1,1,1,0,Station Peripheral,CG-Thermal,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 STATION27,0,,Per Station,0,,N,FATP EQT ,790,,N,999,0,0,1,1,1,0,Station Peripheral,ALS-Audit-Cart,Buy,
HHGL,PBPH,D73,00115-01,Foxlink,"CABLE,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 IQC-BANFF-TX,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Cable/Adapter,IQC-BANFF-TX,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 IQC-CAM7,0,,Per Station,0,,N,FATP IQC ,80,,N,999,0,0,1,1,1,0,Station Peripheral,Jasper-IQC,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 AQT,0,,Per Station,0,,N,FATP OQC Area ,395,,N,999,0,0,1,4,1,0,Station Peripheral,AQT1,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CONTENT-DOWNLOAD,0,,Per Station,0,,N,FATP OQC Area ,395,,N,999,0,0,1,1,1,0,Station Peripheral,CONTENT-DOWNLOAD,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SHIPPING-SETTINGS-OQC,0,,Per Station,0,,N,FATP OQC Area ,395,,N,999,0,0,6,6,1,0,Station Peripheral,SHIPPING-SETTINGS-OQC,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 AQT,0,,Per Station,0,,N,FATP OQC Area ,400,,N,999,0,0,1,4,1,0,Station Peripheral,AQT1,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CONTENT-DOWNLOAD,0,,Per Station,0,,N,FATP OQC Area ,400,,N,999,0,0,1,0,1,0,Station Peripheral,CONTENT-DOWNLOAD,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SHIPPING-SETTINGS-OQC,0,,Per Station,0,,N,FATP OQC Area ,400,,N,999,0,0,6,0,1,0,Station Peripheral,SHIPPING-SETTINGS-OQC,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ALS-CAL,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,2,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN5,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,6,1,0,Station Peripheral,PT20,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN6,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,6,1,0,Station Peripheral,PT60,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 DISPLAY-POSTBURN,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,2,1,0,Station Peripheral,iSD,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 FACT,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,3,1,0,Station Peripheral,FACT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 GRAPE-SELFTEST,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,2,1,0,Station Peripheral,Grape-SelfTest,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 GRAPE-TEST-POST,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,2,1,0,Station Peripheral,Grape-Test-Probe,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 HBT-OQC,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,2,1,0,Station Peripheral,HBT-OQC,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 IMU,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,2,1,0,Station Peripheral,IMU,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 LOG-COLLECTION,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,6,12,1,0,Station Peripheral,Log-Collection,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 PROX-TEST,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,0,0,1,0,Station Peripheral,PROX-TEST,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT-COIL,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,0,0,1,0,Station Peripheral,Ironman-Test-Loki,Buy,
HHGL,PBPH,D73,22512-01,Foxlink,"C3+B57 US,AC ADAPTOR PLUG (DUCKHEAD)",iPhone_FXGL,,D73 QT-COIL,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,2,1,0,Cable/Adapter,Ironman-Test-Loki,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT0,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,2,1,0,Station Peripheral,QT0,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT1-PREBURN,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,0,0,1,0,Station Peripheral,QT1,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SGT-OQC,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,1,1,0,Station Peripheral,SGT-OQC,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 STATION27,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,0,1,0,Station Peripheral,ALS-Audit-Cart,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SW-DOWNLOAD,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,5,1,0,Station Peripheral,SWDL,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 VIBRATOR,0,,Per Station,0,,N,FATP ORT ,60,,N,999,0,0,1,3,1,0,Station Peripheral,VENT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ICHECK,0,,Per Station,0,,N,FATP Pack 2683,200,,N,999,0,0,1,1,1,0,Station Peripheral,iCheck,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 NONUI-RESTORE,0,,Per Station,0,,N,FATP Pack 2683,200,,N,999,0,0,1,19,1,0,Station Peripheral,NonUI-Restore,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SHIPPING-SETTINGS,1,,Per Station,0,,N,FATP Pack 2683,200,,N,999,0,0,1,30,1,0,Station Peripheral,Shipping-Settings,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ICHECK,0,,Per Station,0,,N,FATP Pack 2683,395,,N,999,0,0,1,2,1,0,Station Peripheral,iCheck,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 NONUI-RESTORE,0,,Per Station,0,,N,FATP Pack 2683,395,,N,999,0,0,1,36,1,0,Station Peripheral,NonUI-Restore,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SHIPPING-SETTINGS,1,,Per Station,0,,N,FATP Pack 2683,395,,N,999,0,0,1,60,1,0,Station Peripheral,Shipping-Settings,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ICHECK,0,,Per Station,0,,N,FATP Pack 2683,790,,N,999,0,0,1,3,1,0,Station Peripheral,iCheck,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 NONUI-RESTORE,0,,Per Station,0,,N,FATP Pack 2683,790,,N,999,0,0,1,72,1,0,Station Peripheral,NonUI-Restore,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SHIPPING-SETTINGS,1,,Per Station,0,,N,FATP Pack 2683,790,,N,999,0,0,1,119,1,0,Station Peripheral,Shipping-Settings,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ICHECK,0,,Per Station,0,,N,FATP Packout - Reflash 2683,400,,N,999,0,0,1,2,1,0,Station Peripheral,iCheck,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 NONUI-RESTORE,0,,Per Station,0,,N,FATP Packout - Reflash 2683,400,,N,999,0,0,1,37,1,0,Station Peripheral,NonUI-Restore,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SHIPPING-SETTINGS,0,,Per Station,0,,N,FATP Packout - Reflash 2683,400,,N,999,0,0,1,60,1,0,Station Peripheral,Shipping-Settings,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ALS-CAL,0,,Per Station,0,,N,FATP Post-Burn 2683,200,,N,999,0,0,1,2,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN5,0,,Per Station,0,,N,FATP Post-Burn 2683,200,,N,999,0,0,1,3,1,0,Station Peripheral,PT20,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN6,0,,Per Station,0,,N,FATP Post-Burn 2683,200,,N,999,0,0,1,3,1,0,Station Peripheral,PT60,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 FACT,0,,Per Station,0,,N,FATP Post-Burn 2683,200,,N,999,0,0,1,5,1,0,Station Peripheral,FACT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 RACK1,0,,Per Station,0,,N,FATP Post-Burn 2683,200,,N,999,0,0,1,24,1,0,Station Peripheral,Rack1,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 RACK2,0,,Per Station,0,,N,FATP Post-Burn 2683,200,,N,999,0,0,1,19,1,0,Station Peripheral,Rack2,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 VIBRATOR,0,,Per Station,0,,N,FATP Post-Burn 2683,200,,N,999,0,0,1,3,1,0,Station Peripheral,VENT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ALS-CAL,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,2,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN5,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,PT20,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN6,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,PT60,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 FACT,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,9,1,0,Station Peripheral,FACT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 RACK1,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,46,1,0,Station Peripheral,Rack1,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 RACK2,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,36,1,0,Station Peripheral,Rack2,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 VIBRATOR,0,,Per Station,0,,N,FATP Post-Burn 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,VENT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ALS-CAL,0,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,3,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN5,0,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,10,1,0,Station Peripheral,PT20,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN6,0,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,10,1,0,Station Peripheral,PT60,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 FACT,0,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,18,1,0,Station Peripheral,FACT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 RACK1,0,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,92,1,0,Station Peripheral,Rack1,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 RACK2,0,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,72,1,0,Station Peripheral,Rack2,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 VIBRATOR,0,,Per Station,0,,N,FATP Post-Burn 2683,790,,N,999,0,0,1,10,1,0,Station Peripheral,VENT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CG-INSTALL,0,,Per Station,0,,N,FATP Pre-burn Assembly 2683,200,,N,999,0,0,1,3,1,0,Station Peripheral,CG-Install,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SA-FACT2,0,,Per Station,0,,N,FATP Pre-burn Assembly 2683,200,,N,999,0,0,1,2,1,0,Station Peripheral,SA-FACT2,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 TEST31,0,,Per Parent Item,0,103461-01,N,FATP Pre-burn Assembly 2683,200,,N,999,0,0,1,0,2,0,Station Peripheral,RAT MARS,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CG-INSTALL,0,,Per Station,0,,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,5,1,0,Station Peripheral,CG-Install,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SA-FACT2,0,,Per Station,0,,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,2,1,0,Station Peripheral,SA-FACT2,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 TEST31,0,,Per Parent Item,0,103461-01,N,FATP Pre-burn Assembly 2683,395,,N,999,0,0,1,0,2,0,Station Peripheral,RAT MARS,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 IMU,0,,Per Station,0,,N,FATP Pre-burn Test 2683,200,,N,999,0,0,1,2,1,0,Station Peripheral,IMU,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 PROX-TEST,0,,Per Station,0,,N,FATP Pre-burn Test 2683,200,,N,999,0,0,0,0,1,0,Station Peripheral,PROX-TEST,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT-COIL,0,,Per Station,0,,N,FATP Pre-burn Test 2683,200,,N,999,0,0,0,0,1,0,Station Peripheral,Ironman-Test-Loki,Buy,
HHGL,PBPH,D73,22512-01,Foxlink,"C3+B57 US,AC ADAPTOR PLUG (DUCKHEAD)",iPhone_FXGL,,D73 QT-COIL,0,,Per Station,0,,N,FATP Pre-burn Test 2683,200,,N,999,0,0,1,3,1,0,Cable/Adapter,Ironman-Test-Loki,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT0,0,,Per Station,0,,N,FATP Pre-burn Test 2683,200,,N,999,0,0,1,2,1,0,Station Peripheral,QT0,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT1-PREBURN,0,,Per Station,0,,N,FATP Pre-burn Test 2683,200,,N,999,0,0,0,0,1,0,Station Peripheral,QT1,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SW-DOWNLOAD,0,,Per Station,0,,N,FATP Pre-burn Test 2683,200,,N,999,0,0,1,15,1,0,Station Peripheral,SWDL,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 IMU,0,,Per Station,0,,N,FATP Pre-burn Test 2683,395,,N,999,0,0,1,2,1,0,Station Peripheral,IMU,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 PROX-TEST,0,,Per Station,0,,N,FATP Pre-burn Test 2683,395,,N,999,0,0,0,0,1,0,Station Peripheral,PROX-TEST,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT-COIL,0,,Per Station,0,,N,FATP Pre-burn Test 2683,395,,N,999,0,0,0,0,1,0,Station Peripheral,Ironman-Test-Loki,Buy,
HHGL,PBPH,D73,22512-01,Foxlink,"C3+B57 US,AC ADAPTOR PLUG (DUCKHEAD)",iPhone_FXGL,,D73 QT-COIL,0,,Per Station,0,,N,FATP Pre-burn Test 2683,395,,N,999,0,0,1,6,1,0,Cable/Adapter,Ironman-Test-Loki,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT0,0,,Per Station,0,,N,FATP Pre-burn Test 2683,395,,N,999,0,0,1,4,1,0,Station Peripheral,QT0,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT1-PREBURN,0,,Per Station,0,,N,FATP Pre-burn Test 2683,395,,N,999,0,0,0,0,1,0,Station Peripheral,QT1,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 SW-DOWNLOAD,0,,Per Station,0,,N,FATP Pre-burn Test 2683,395,,N,999,0,0,1,30,1,0,Station Peripheral,SWDL,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CG-SENSOR,0,,Per Station,0,,N,FATP Repair Room Special Station ,435,,N,999,0,0,1,1,1,0,Station Peripheral,CG-Sensor,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 ALS-CAL,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,ALS-P,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN5,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,PT20,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CAMERA-POSTBURN6,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,PT60,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CG-INSTALL,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,CG-Install,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CG-SENSOR,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,CG-Sensor,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 CLEAR-CB,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,2,1,0,Station Peripheral,Clear-CB,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 DISPLAY-POSTBURN,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,iSD,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 FACT,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,FACT,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 IMU,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,IMU,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 LOG-COLLECTION,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,6,6,1,0,Station Peripheral,Log-Collection,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 PROX-TEST,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,0,0,1,0,Station Peripheral,PROX-TEST,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT-COIL,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,0,0,1,0,Station Peripheral,Ironman-Test-Loki,Buy,
HHGL,PBPH,D73,22512-01,Foxlink,"C3+B57 US,AC ADAPTOR PLUG (DUCKHEAD)",iPhone_FXGL,,D73 QT-COIL,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Cable/Adapter,Ironman-Test-Loki,Buy,
HHGL,PBPH,D73,00031-01,Foxlink,"SP,ACC,MDP TO VGA,FOXLINK",iPhone_FXGL,,D73 QT0,0,,Per Station,0,,N,FATP Repair-room ,200,,N,999,0,0,1,1,1,0,Station Peripheral,QT0,Buy,
